Job title,Job location,Department,Offered salary,Description of the company,Job description,Requirements/qualifications,Offered benefits,"Full-time, part-time, etc.",Experience required,Sector,Job function,fraudulent
Real Job Title 602,"New York, NY",HR,$3000/month,This is a reputable company profile for job 602.,This is a genuine job description for position 602.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 234,"New York, NY",HR,$3000/month,This is a reputable company profile for job 234.,This is a genuine job description for position 234.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1261,Remote,Operations,$3000/month,This is a reputable company profile for job 1261.,This is a genuine job description for position 1261.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 932,"New York, NY",HR,$3000/month,This is a reputable company profile for job 932.,This is a genuine job description for position 932.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1221,Remote,Operations,$5000/month,This is a fake company profile for job 1221.,This is a suspicious job description for position 1221.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1724,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1724.,This is a genuine job description for position 1724.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 112,"New York, NY",HR,$3000/month,This is a reputable company profile for job 112.,This is a genuine job description for position 112.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 705,Remote,Operations,$5000/month,This is a fake company profile for job 705.,This is a suspicious job description for position 705.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1090,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1090.,This is a genuine job description for position 1090.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 743,Remote,Operations,$5000/month,This is a fake company profile for job 743.,This is a suspicious job description for position 743.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 29,Remote,Operations,$5000/month,This is a fake company profile for job 29.,This is a suspicious job description for position 29.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1945,Remote,Operations,$5000/month,This is a fake company profile for job 1945.,This is a suspicious job description for position 1945.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1744,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1744.,This is a genuine job description for position 1744.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 473,Remote,Operations,$3000/month,This is a reputable company profile for job 473.,This is a genuine job description for position 473.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 97,Remote,Operations,$5000/month,This is a fake company profile for job 97.,This is a suspicious job description for position 97.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Fake Job Title 1733,Remote,Operations,$5000/month,This is a fake company profile for job 1733.,This is a suspicious job description for position 1733.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1787,Remote,Operations,$3000/month,This is a reputable company profile for job 1787.,This is a genuine job description for position 1787.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1277,Remote,Operations,$5000/month,This is a fake company profile for job 1277.,This is a suspicious job description for position 1277.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1374,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1374.,This is a genuine job description for position 1374.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1704,"New York, NY",HR,$5000/month,This is a fake company profile for job 1704.,This is a suspicious job description for position 1704.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 362,"New York, NY",HR,$3000/month,This is a reputable company profile for job 362.,This is a genuine job description for position 362.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 136,"New York, NY",HR,$3000/month,This is a reputable company profile for job 136.,This is a genuine job description for position 136.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1135,Remote,Operations,$3000/month,This is a reputable company profile for job 1135.,This is a genuine job description for position 1135.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1152,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1152.,This is a genuine job description for position 1152.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 469,Remote,Operations,$5000/month,This is a fake company profile for job 469.,This is a suspicious job description for position 469.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1054,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1054.,This is a genuine job description for position 1054.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1317,Remote,Operations,$5000/month,This is a fake company profile for job 1317.,This is a suspicious job description for position 1317.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 23,Remote,Operations,$3000/month,This is a reputable company profile for job 23.,This is a genuine job description for position 23.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1973,Remote,Operations,$3000/month,This is a reputable company profile for job 1973.,This is a genuine job description for position 1973.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 953,Remote,Operations,$5000/month,This is a fake company profile for job 953.,This is a suspicious job description for position 953.,No experience required,Unclear benefits,Full-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 1653,Remote,Operations,$3000/month,This is a reputable company profile for job 1653.,This is a genuine job description for position 1653.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 696,"New York, NY",HR,$3000/month,This is a reputable company profile for job 696.,This is a genuine job description for position 696.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
Real Job Title 421,Remote,Operations,$3000/month,This is a reputable company profile for job 421.,This is a genuine job description for position 421.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Fake Job Title 1950,"New York, NY",HR,$5000/month,This is a fake company profile for job 1950.,This is a suspicious job description for position 1950.,No experience required,Unclear benefits,Part-time,None,Unknown,Clickbait Recruitment,1
Real Job Title 461,Remote,Operations,$3000/month,This is a reputable company profile for job 461.,This is a genuine job description for position 461.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Full-time,2 years,Information Technology,Software Engineering,0
Real Job Title 1068,"New York, NY",HR,$3000/month,This is a reputable company profile for job 1068.,This is a genuine job description for position 1068.,Bachelor's degree and 2 years experience.,"Health insurance, PTO, 401k",Part-time,2 years,Information Technology,Software Engineering,0
